timestamp,temperature_C,rainfall_mm,soil_moisture,pitch_deg,roll_deg,tilt_rate_deg_per_hr,crack_mm,crack_growth_mm_per_hr,accel_x_g,accel_y_g,accel_z_g,vibration_rms_g,vibration_peak_g,label
2022-01-01 22:00:00,15.206,13.489,0.2787,2.0001,0.9999,8e-06,0.50101,0.00023,0.01539,-0.00598,0.97472,0.03019,0.00689,0
2022-01-01 23:00:00,13.72,0.0,0.3023,2.0001,0.9999,-1.7e-05,0.50069,-0.00031,0.00579,0.04017,0.99886,0.0406,0.01041,0
2022-01-02 00:00:00,14.606,0.0,0.285,2.0001,0.9999,1.2e-05,0.50127,0.00058,-0.01377,0.02357,0.98683,0.0303,0.0103,0
2022-01-02 01:00:00,15.268,0.0,0.2997,2.0,0.9999,-3.1e-05,0.50077,-0.0005,-0.05662,0.0096,0.9821,0.06016,0.02985,0
2022-01-02 02:00:00,14.012,0.0,0.3134,2.0001,1.0,2.2e-05,0.50137,0.0006,-0.02061,-0.02132,0.99769,0.02974,0.03041,0
2022-01-02 03:00:00,15.545,0.0,0.2805,2.0,1.0,-3.9e-05,0.50089,-0.00048,-0.022,0.00521,1.01542,0.02736,0.00238,0
2022-01-02 04:00:00,14.575,0.0,0.298,2.0,1.0,-2e-05,0.50096,6e-05,0.003,-0.02086,0.97658,0.03151,0.00414,0
2022-01-02 05:00:00,14.891,0.0,0.2909,2.0,1.0,7e-06,0.5013,0.00034,-0.03527,0.0166,1.01585,0.04208,0.01057,0
2022-01-02 06:00:00,14.587,0.0,0.2967,2.0,1.0,-2.5e-05,0.50153,0.00023,-0.00021,-0.00492,0.98688,0.01401,0.02806,0
2022-01-02 07:00:00,17.047,0.0,0.2826,2.0,1.0,0.0,0.50106,-0.00047,0.02097,0.02841,0.9965,0.03549,0.02147,0
2022-01-02 08:00:00,15.188,0.0,0.2835,2.0,1.0,1.1e-05,0.50057,-0.00049,-0.00197,-0.01137,1.00456,0.01241,0.02308,0
2022-01-02 09:00:00,14.15,0.0,0.2749,2.0,1.0,-1.5e-05,0.49984,-0.00073,0.01607,0.01092,1.01216,0.02292,0.01051,0
2022-01-02 10:00:00,16.036,0.0,0.2964,2.0,1.0,-2e-06,0.49919,-0.00065,-0.02033,0.00532,1.0025,0.02116,0.00176,0
2022-01-02 11:00:00,13.999,4.861,0.268,2.0,1.0,1.7e-05,0.49849,-0.00071,0.01045,0.02263,0.99716,0.02509,0.00393,0
2022-01-02 12:00:00,15.435,0.0,0.3201,2.0,1.0,9e-06,0.49913,0.00064,-0.00566,0.02583,0.97321,0.03764,0.01255,0
2022-01-02 13:00:00,13.273,0.0,0.2855,2.0,1.0,3e-05,0.50004,0.00091,0.00166,0.04167,0.9989,0.04172,0.00408,0
2022-01-02 14:00:00,13.911,0.0,0.2735,2.0,1.0,-1.7e-05,0.50027,0.00023,-0.02537,0.01525,1.02619,0.03952,0.0022,0
2022-01-02 15:00:00,15.442,0.0,0.2667,2.0,1.0,-2e-05,0.50056,0.00029,0.02483,-0.01202,1.00068,0.02759,0.01193,0
2022-01-02 16:00:00,15.99,0.0,0.293,2.0,1.0,2.6e-05,0.50091,0.00036,-0.01662,-0.01982,0.98535,0.02973,0.00213,0
2022-01-02 17:00:00,15.429,0.0,0.2571,2.0,1.0,8e-06,0.5008,-0.00011,0.00362,0.00504,0.98777,0.01371,0.01602,0
2022-01-02 18:00:00,15.148,0.0,0.2478,2.0,1.0,-5e-06,0.50052,-0.00029,0.04158,0.00373,0.97409,0.04913,0.03543,0
2022-01-02 19:00:00,14.969,0.0,0.2463,2.0,1.0,-1.2e-05,0.50043,-9e-05,-0.01113,0.00992,0.98896,0.01855,0.03058,0
2022-01-02 20:00:00,13.798,0.0,0.2994,2.0,1.0001,1.6e-05,0.49956,-0.00087,-0.00701,0.02687,1.02034,0.03442,0.01587,0
2022-01-02 21:00:00,14.563,9.202,0.303,2.0,1.0001,-8e-06,0.49959,3e-05,-0.01585,-0.00645,1.00624,0.01821,0.01621,0
2022-01-02 22:00:00,14.828,0.0,0.2813,2.0,1.0001,1.6e-05,0.50059,0.001,0.02071,-0.02896,0.96228,0.05187,0.03366,0
2022-01-02 23:00:00,16.352,0.0,0.2717,2.0001,1.0,2.5e-05,0.50051,-8e-05,0.01835,-0.03863,1.00541,0.04311,0.00876,0
2022-01-03 00:00:00,15.645,0.0,0.2638,2.0001,1.0,2e-06,0.50031,-0.0002,0.02577,-0.00787,1.01193,0.02947,0.01364,0
2022-01-03 01:00:00,13.545,0.0,0.3156,2.0,1.0,-2.7e-05,0.5006,0.0003,0.03386,-0.01524,1.0043,0.03738,0.00791,0
2022-01-03 02:00:00,15.638,0.0,0.273,2.0,1.0001,1.1e-05,0.50031,-0.00029,-0.02842,0.00448,0.99258,0.02971,0.00767,0
2022-01-03 03:00:00,14.935,0.0,0.2855,2.0001,1.0001,2.2e-05,0.49975,-0.00056,-0.00092,0.02387,1.00735,0.025,0.00471,0
2022-01-03 04:00:00,14.65,0.0,0.2698,2.0001,1.0001,2.4e-05,0.49932,-0.00043,-0.00699,-0.02239,1.03128,0.0391,0.0141,0
2022-01-03 05:00:00,15.945,0.0,0.3273,2.0001,1.0001,3e-06,0.50003,0.00071,-0.01929,0.01001,0.99046,0.02373,0.01536,0
2022-01-03 06:00:00,16.37,0.0,0.333,2.0001,1.0001,-3.4e-05,0.4998,-0.00024,0.01386,-0.01183,1.0083,0.02002,0.00371,0
2022-01-03 07:00:00,16.277,0.0,0.3616,2.0001,1.0001,-9e-06,0.49911,-0.00069,-0.01222,0.03082,0.97544,0.04126,0.02124,0
2022-01-03 08:00:00,14.513,2.816,0.3237,2.0,1.0001,-1e-05,0.49946,0.00034,0.03165,-0.01554,0.97444,0.04355,0.00229,0
2022-01-03 09:00:00,15.049,0.0,0.3358,2.0001,1.0001,1.7e-05,0.4996,0.00015,0.01473,-0.01344,0.99273,0.02123,0.02232,0
2022-01-03 10:00:00,15.696,2.86,0.303,2.0001,1.0001,8e-06,0.49925,-0.00035,-0.02032,0.05333,1.01354,0.05866,0.03743,0
2022-01-03 11:00:00,16.346,0.0,0.3138,2.0001,1.0001,1.8e-05,0.49951,0.00026,-0.00018,0.00054,0.99596,0.00408,0.05458,0
2022-01-03 12:00:00,14.898,0.0,0.3169,2.0001,1.0001,-1.4e-05,0.49986,0.00035,0.01162,0.01346,1.02625,0.03171,0.02763,0
2022-01-03 13:00:00,15.198,0.0,0.306,2.0001,1.0001,4e-06,0.49927,-0.00059,0.02774,-0.00852,1.00417,0.02932,0.00239,0
2022-01-03 14:00:00,14.283,2.279,0.3148,2.0,1.0001,-4.6e-05,0.49976,0.00049,-0.03003,0.04012,0.97906,0.05431,0.025,0
2022-01-03 15:00:00,14.2,0.0,0.3015,2.0,1.0001,-8e-06,0.49961,-0.00015,0.01527,0.03822,0.99217,0.0419,0.01241,0
2022-01-03 16:00:00,16.215,28.108,0.3257,2.0,1.0001,-3e-05,0.49878,-0.00083,0.01752,-0.01343,1.01444,0.02638,0.01552,0
2022-01-03 17:00:00,16.765,0.0,0.3168,2.0,1.0001,3.5e-05,0.49798,-0.0008,0.00319,-0.03262,1.00768,0.03366,0.00728,0
2022-01-03 18:00:00,15.343,0.0,0.3046,2.0,1.0001,9e-06,0.49764,-0.00034,0.02579,-0.01182,1.01412,0.03169,0.00198,0
2022-01-03 19:00:00,16.424,0.0,0.3133,2.0,1.0001,9e-06,0.49777,0.00013,-0.03642,-0.01674,1.02396,0.0467,0.01501,0
2022-01-03 20:00:00,15.789,0.0,0.3418,2.0,1.0,-2.4e-05,0.49814,0.00037,-0.00606,0.00089,1.03154,0.03212,0.01457,0
2022-01-03 21:00:00,14.788,0.0,0.3089,2.0,1.0,-3e-06,0.49802,-0.00013,-0.01863,0.00982,0.99396,0.02191,0.01022,0
2022-01-03 22:00:00,15.801,0.0,0.3195,2.0,1.0001,1.3e-05,0.49717,-0.00085,-0.00037,0.00197,1.02731,0.02738,0.00548,0
2022-01-03 23:00:00,16.984,0.0,0.3147,2.0,1.0001,-1.7e-05,0.49778,0.00061,0.00246,0.01846,0.97311,0.03271,0.00533,0
2022-01-04 00:00:00,15.416,0.0,0.3178,2.0,1.0,-9e-06,0.4984,0.00062,0.00313,-0.00335,1.02498,0.0254,0.00731,0
2022-01-04 01:00:00,17.023,0.0,0.2841,2.0,1.0,2.2e-05,0.49852,0.00012,-0.03121,-0.00691,0.99388,0.03255,0.00715,0
2022-01-04 02:00:00,12.845,3.322,0.2929,2.0,1.0,-2.1e-05,0.49828,-0.00023,0.02524,0.00694,1.00717,0.02714,0.00541,0
2022-01-04 03:00:00,16.293,0.0,0.2948,2.0,1.0,-9e-06,0.49809,-0.00019,0.00494,0.01423,1.01958,0.02471,0.00243,0
2022-01-04 04:00:00,15.564,0.0,0.3224,2.0,1.0,-1.6e-05,0.49715,-0.00094,-0.00454,0.02756,0.98578,0.03134,0.00664,0
2022-01-04 05:00:00,15.185,0.0,0.2687,2.0,1.0,7e-06,0.49694,-0.00021,-0.02155,-0.00621,1.01953,0.02974,0.0016,0
2022-01-04 06:00:00,15.582,0.0,0.2684,2.0,1.0,1.6e-05,0.49626,-0.00068,0.0249,0.03289,1.00029,0.04126,0.01151,0
2022-01-04 07:00:00,13.509,0.0,0.2617,2.0,1.0,3.2e-05,0.49638,0.00013,0.04276,-0.01686,1.00589,0.04634,0.00508,0
2022-01-04 08:00:00,15.283,0.0,0.2377,2.0,1.0,8e-06,0.49603,-0.00035,0.04299,0.00365,0.97293,0.05094,0.0046,0
2022-01-04 09:00:00,15.866,0.0,0.2521,2.0001,1.0001,2.5e-05,0.49688,0.00085,0.00462,-0.01607,0.99774,0.01687,0.03407,0
2022-01-04 10:00:00,16.993,0.0,0.2684,2.0001,1.0,7e-06,0.49757,0.00069,0.02117,-0.01434,1.01337,0.02886,0.01198,0
2022-01-04 11:00:00,15.003,0.008,0.2607,2.0,1.0001,-2.7e-05,0.49704,-0.00053,0.01037,-0.00613,1.00151,0.01214,0.01672,0
2022-01-04 12:00:00,14.719,0.0,0.2677,2.0,1.0001,1e-06,0.49674,-0.0003,-0.01686,-0.00199,1.00946,0.01943,0.00729,0
2022-01-04 13:00:00,15.032,4.436,0.233,2.0,1.0001,1e-06,0.49688,0.00015,0.01328,-0.03064,1.0302,0.04503,0.0256,0
2022-01-04 14:00:00,16.456,0.0,0.2639,2.0001,1.0001,2.1e-05,0.49706,0.00017,0.02376,0.04706,1.01837,0.05582,0.01079,0
2022-01-04 15:00:00,15.875,0.297,0.2169,2.0001,1.0001,-2e-06,0.49744,0.00039,-0.0355,-0.00348,1.00335,0.03582,0.02,0
2022-01-04 16:00:00,15.023,0.0,0.2325,2.0001,1.0001,-7e-06,0.49741,-3e-05,-0.01919,0.00456,0.98429,0.02522,0.01061,0
2022-01-04 17:00:00,16.072,0.428,0.2392,2.0,1.0001,-1.7e-05,0.49636,-0.00106,-0.01768,-0.02338,1.02983,0.04183,0.01661,0
2022-01-04 18:00:00,15.662,0.0,0.2218,2.0,1.0002,-5e-06,0.49616,-0.0002,0.01255,0.04249,1.01736,0.04758,0.00576,0
2022-01-04 19:00:00,16.54,0.0,0.2615,2.0,1.0002,-2e-06,0.49598,-0.00018,-0.02806,0.01017,0.99518,0.03024,0.01735,0
2022-01-04 20:00:00,14.876,0.0,0.2831,2.0,1.0002,1.2e-05,0.49606,8e-05,-0.00604,0.03209,0.98924,0.03438,0.00415,0
2022-01-04 21:00:00,15.256,0.0,0.3009,2.0,1.0002,-1.6e-05,0.49651,0.00045,0.00083,-0.03073,1.00468,0.03109,0.00329,0
2022-01-04 22:00:00,15.198,0.0,0.2669,2.0001,1.0001,4.7e-05,0.49701,0.00049,-0.01511,0.00541,0.99016,0.01882,0.01227,0
2022-01-04 23:00:00,14.133,0.0,0.2645,2.0001,1.0001,-1.8e-05,0.49726,0.00025,0.00986,-0.00197,1.01484,0.01793,0.0009,0
2022-01-05 00:00:00,15.899,0.0,0.2752,2.0,1.0001,-2.6e-05,0.49715,-0.00011,0.01748,-0.02961,0.97911,0.04024,0.02231,0
2022-01-05 01:00:00,15.87,0.0,0.2722,2.0,1.0001,1e-05,0.49723,9e-05,-0.03884,-0.02762,1.00259,0.04773,0.00749,0
2022-01-05 02:00:00,15.621,0.0,0.2499,2.0,1.0001,-2.6e-05,0.49689,-0.00034,-0.01311,-0.01027,0.97789,0.02768,0.02005,0
2022-01-05 03:00:00,15.387,0.0,0.281,2.0,1.0,1e-06,0.49747,0.00058,0.00761,0.05794,0.97557,0.06333,0.03566,0
2022-01-05 04:00:00,14.213,0.0,0.2638,2.0,1.0,-1.4e-05,0.49728,-0.0002,0.0304,0.00254,1.00384,0.03074,0.03259,0
2022-01-05 05:00:00,15.214,0.0,0.2565,2.0,1.0,1.3e-05,0.49726,-2e-05,0.00763,0.01481,1.01687,0.02371,0.00703,0
2022-01-05 06:00:00,15.298,11.361,0.2576,2.0,1.0,3e-06,0.49631,-0.00094,-0.00028,0.00695,1.01947,0.02068,0.00303,0
2022-01-05 07:00:00,14.844,0.021,0.316,2.0,1.0,2.3e-05,0.49621,-0.00011,-0.02454,-0.00952,0.97723,0.03481,0.01413,0
2022-01-05 08:00:00,15.492,0.0,0.2845,2.0001,1.0,8e-06,0.49674,0.00054,0.00879,-0.02024,0.98637,0.02593,0.00887,0
2022-01-05 09:00:00,16.063,0.0,0.2622,2.0001,1.0,1e-06,0.49672,-3e-05,0.00496,-0.0151,1.00152,0.01597,0.00997,0
2022-01-05 10:00:00,17.552,0.0,0.2203,2.0001,1.0,4e-06,0.49648,-0.00023,0.02344,0.00523,1.01012,0.02606,0.01009,0
2022-01-05 11:00:00,15.846,0.0,0.2349,2.0,1.0001,-1.9e-05,0.49725,0.00077,0.01362,-0.00626,0.99655,0.01538,0.01068,0
2022-01-05 12:00:00,15.936,0.0,0.2707,2.0,1.0001,-1.4e-05,0.49673,-0.00051,-0.0111,-0.01053,1.01825,0.02382,0.00844,0
2022-01-05 13:00:00,15.61,0.0,0.2632,2.0,1.0001,4e-06,0.49629,-0.00044,0.03636,0.0015,1.01513,0.03941,0.01559,0
2022-01-05 14:00:00,13.772,0.0,0.2459,2.0,1.0001,1.2e-05,0.49556,-0.00074,-0.00057,0.01181,0.99089,0.01493,0.02448,0
2022-01-05 15:00:00,15.67,0.0,0.2663,2.0,1.0001,-7e-06,0.49621,0.00065,-0.00242,-0.02584,1.00771,0.02708,0.01215,0
2022-01-05 16:00:00,15.763,0.007,0.2541,2.0,1.0001,-4e-06,0.49529,-0.00092,0.02152,-0.03201,1.01497,0.04137,0.01429,0
2022-01-05 17:00:00,18.173,0.0,0.2562,2.0,1.0001,-8e-06,0.49521,-7e-05,0.00337,-0.01334,0.99872,0.01382,0.02755,0
2022-01-05 18:00:00,15.523,0.0,0.2655,2.0,1.0,8e-06,0.49499,-0.00023,-0.0013,-0.0192,1.02449,0.03114,0.01732,0
2022-01-05 19:00:00,16.024,0.0,0.2297,2.0,1.0001,0.0,0.495,2e-05,-0.00605,-0.01839,1.01386,0.02381,0.00733,0
2022-01-05 20:00:00,15.694,0.0,0.2223,2.0,1.0001,1.2e-05,0.49561,0.0006,-0.01834,0.02959,1.01705,0.03876,0.01495,0
2022-01-05 21:00:00,14.566,0.0,0.2229,2.0,1.0001,-1.2e-05,0.49541,-0.0002,0.00772,0.01328,0.98693,0.02017,0.0186,0
2022-01-05 22:00:00,16.884,0.0,0.2419,2.0,1.0001,-1e-06,0.49523,-0.00018,-0.01153,0.04279,0.99952,0.04431,0.02415,0
2022-01-05 23:00:00,16.499,0.0,0.2183,2.0001,1.0001,3e-05,0.49455,-0.00068,-0.01591,-0.02915,1.01236,0.03543,0.00888,0
2022-01-06 00:00:00,16.544,0.0,0.2938,2.0001,1.0001,4.1e-05,0.49479,0.00024,0.00347,0.00239,0.99485,0.00665,0.02878,0
2022-01-06 01:00:00,14.85,0.0,0.2687,2.0001,1.0001,-5e-06,0.49477,-2e-05,-0.00449,-0.01224,0.98628,0.01892,0.01227,0
2022-01-06 02:00:00,17.169,0.0,0.2644,2.0001,1.0001,2.6e-05,0.4948,3e-05,0.02174,-0.00182,1.00425,0.02223,0.00331,0
2022-01-06 03:00:00,14.37,0.0,0.2323,2.0001,1.0,2.5e-05,0.49544,0.00064,0.03525,-0.00539,0.98648,0.03814,0.0159,0
2022-01-06 04:00:00,16.365,0.0,0.233,2.0002,1.0,1.6e-05,0.49557,0.00013,-0.01779,-0.00171,1.02571,0.03132,0.00682,0
2022-01-06 05:00:00,17.975,0.0,0.2217,2.0001,1.0,-3.6e-05,0.49487,-0.00069,-0.00478,0.01703,1.00398,0.01813,0.01318,0
2022-01-06 06:00:00,14.8,0.0,0.2868,2.0001,1.0,-2.8e-05,0.49451,-0.00037,-0.00581,0.01323,1.0131,0.01951,0.00137,0
2022-01-06 07:00:00,15.231,0.0,0.2769,2.0001,1.0,-1e-05,0.49572,0.00121,-0.00687,0.00353,0.97542,0.02576,0.00626,0
2022-01-06 08:00:00,15.903,0.0,0.2634,2.0001,1.0001,-1e-05,0.49617,0.00045,-0.00401,0.00172,1.00254,0.00505,0.02071,0
2022-01-06 09:00:00,15.306,0.0,0.2477,2.0001,1.0001,-1.8e-05,0.49587,-0.0003,0.00198,0.00219,0.95866,0.04144,0.03639,0
2022-01-06 10:00:00,14.265,0.0,0.2424,2.0001,1.0001,1.1e-05,0.49535,-0.00052,-0.00276,-0.00869,1.00801,0.01213,0.02931,0
2022-01-06 11:00:00,15.891,0.0,0.2603,2.0001,1.0001,1.2e-05,0.49451,-0.00084,-0.02906,0.02481,0.98942,0.03965,0.02751,0
2022-01-06 12:00:00,14.766,0.0,0.2821,2.0001,1.0,3.6e-05,0.49484,0.00033,-0.02065,0.00547,0.96153,0.044,0.00436,0
2022-01-06 13:00:00,16.308,0.0,0.2635,2.0001,1.0001,-1.2e-05,0.49471,-0.00013,0.00791,0.02552,0.99262,0.02772,0.01629,0
2022-01-06 14:00:00,14.922,0.0,0.2284,2.0001,1.0001,-1.3e-05,0.49442,-0.00029,-0.01148,0.0301,1.0051,0.03262,0.0049,0
2022-01-06 15:00:00,17.397,0.0,0.2353,2.0001,1.0,4e-06,0.49451,9e-05,-0.01188,-0.00497,1.01214,0.0177,0.01492,0
2022-01-06 16:00:00,15.07,0.0,0.26,2.0001,1.0,-2.6e-05,0.49489,0.00039,0.0055,-0.01126,0.97663,0.02652,0.00882,0
2022-01-06 17:00:00,15.538,0.0,0.2334,2.0001,1.0,3.7e-05,0.49439,-0.0005,0.01151,-0.011,0.99526,0.01661,0.00991,0
2022-01-06 18:00:00,16.68,0.0,0.2412,2.0001,1.0,-7e-06,0.49599,0.0016,0.05266,0.03712,1.02254,0.06826,0.05165,0
2022-01-06 19:00:00,14.641,0.0,0.2808,2.0001,1.0,-2e-06,0.49539,-0.00059,-0.00826,-0.0128,0.98585,0.02079,0.04747,0
2022-01-06 20:00:00,16.106,0.09,0.2444,2.0001,1.0,3e-06,0.49558,0.00019,0.02902,-0.01089,1.02354,0.03893,0.01813,0
2022-01-06 21:00:00,17.192,0.0,0.2191,2.0001,1.0,-3e-06,0.49541,-0.00018,0.02208,0.00491,0.98209,0.02885,0.01007,0
2022-01-06 22:00:00,14.284,0.0,0.3084,2.0001,1.0,-6e-06,0.49542,1e-05,-0.03707,-0.00374,0.99544,0.03753,0.00868,0
2022-01-06 23:00:00,16.082,0.0,0.2724,2.0001,1.0,4.7e-05,0.49626,0.00084,0.02841,-0.00094,0.9879,0.0309,0.00664,0
2022-01-07 00:00:00,16.163,0.292,0.2494,2.0001,1.0,2e-06,0.49679,0.00053,-0.00283,-0.02803,1.03186,0.04253,0.01163,0
2022-01-07 01:00:00,16.692,0.0,0.2505,2.0002,1.0,1e-05,0.49591,-0.00088,-0.0294,0.031,1.00119,0.04274,0.00021,0
2022-01-07 02:00:00,14.679,0.0,0.2081,2.0001,1.0,-1e-05,0.49586,-5e-05,0.01611,-0.01926,0.97583,0.03485,0.00789,1
2022-01-07 03:00:00,14.602,0.0,0.2428,2.0002,1.0,1.2e-05,0.49535,-0.00051,0.0449,0.00648,0.9845,0.04794,0.01309,1
2022-01-07 04:00:00,16.451,0.0,0.2358,2.0002,1.0,1e-06,0.495,-0.00035,-0.01716,-0.00271,1.01968,0.02625,0.02169,1
2022-01-07 05:00:00,16.232,0.0,0.2526,2.0002,1.0,5e-06,0.49429,-0.00071,0.00292,0.0413,0.9733,0.04927,0.02302,1
2022-01-07 06:00:00,16.192,0.0,0.2832,2.0002,1.0,1e-05,0.49356,-0.00073,0.01316,0.00934,1.00918,0.01857,0.0307,1
2022-01-07 07:00:00,16.294,0.0,0.2594,2.0002,1.0,1.8e-05,0.49379,0.00023,-0.02287,0.01165,0.99146,0.02704,0.00848,1
2022-01-07 08:00:00,15.274,0.0,0.2912,2.0002,1.0001,1.4e-05,0.49409,0.0003,-0.02003,-0.0006,1.00025,0.02004,0.00701,1
2022-01-07 09:00:00,16.192,0.0,0.2245,2.0002,1.0001,-0.0,0.49394,-0.00015,0.01673,0.00146,1.03819,0.04172,0.02168,1
2022-01-07 10:00:00,16.259,0.0,0.2216,2.0002,1.0,0.0,0.49372,-0.00022,0.00884,0.00581,1.00121,0.01065,0.03107,1
2022-01-07 11:00:00,15.258,0.0,0.2773,2.0002,1.0,-2.2e-05,0.49396,0.00024,0.02793,0.00668,1.04276,0.05151,0.04086,1
2022-01-07 12:00:00,17.844,0.0,0.2545,2.0002,1.0,-3e-06,0.49353,-0.00043,0.02339,0.00439,0.97803,0.03239,0.01912,1
2022-01-07 13:00:00,16.459,0.0,0.2613,2.0002,1.0,2e-06,0.49233,-0.0012,0.00265,-0.0126,0.99995,0.01287,0.01951,1
2022-01-07 14:00:00,14.8,0.0,0.2514,2.0002,1.0,1.8e-05,0.49292,0.00059,0.00234,0.00899,0.98167,0.02055,0.00768,1
2022-01-07 15:00:00,16.654,0.0,0.2558,2.0002,1.0,-4.7e-05,0.49332,0.0004,0.00986,-0.01756,0.99689,0.02037,0.00018,1
2022-01-07 16:00:00,15.029,0.0,0.2657,2.0002,1.0,6e-06,0.49336,3e-05,-0.02049,0.00115,1.00128,0.02056,0.00019,1
2022-01-07 17:00:00,16.797,0.0,0.257,2.0001,1.0001,-1.5e-05,0.49375,0.00039,-0.01437,-0.02797,0.99202,0.03244,0.01188,1
2022-01-07 18:00:00,17.175,0.0,0.2736,2.0002,1.0001,1.6e-05,0.49407,0.00032,-0.01989,0.01014,0.98602,0.02634,0.0061,1
2022-01-07 19:00:00,15.202,0.0,0.3316,2.0002,1.0,2.7e-05,0.49428,0.00021,-0.02969,-0.02374,0.99063,0.03915,0.01281,1
2022-01-07 20:00:00,16.992,1.157,0.2869,2.0002,1.0,-1e-06,0.49485,0.00057,-0.00605,0.01863,0.96015,0.0444,0.00525,1
2022-01-07 21:00:00,16.448,0.0,0.2811,2.0002,1.0,2.9e-05,0.4942,-0.00065,0.01705,-0.01556,1.00261,0.02323,0.02117,1
2022-01-07 22:00:00,16.863,0.0,0.2781,2.0002,1.0001,1.7e-05,0.49367,-0.00053,-0.03465,0.01289,0.99189,0.03785,0.01462,1
2022-01-07 23:00:00,17.944,0.0,0.2919,2.0002,1.0001,3e-06,0.49404,0.00037,0.00059,0.03092,1.00545,0.0314,0.00645,1
2022-01-08 00:00:00,15.808,0.0,0.2802,2.0002,1.0001,-3.2e-05,0.49414,0.0001,0.01061,0.02932,0.98793,0.03343,0.00203,1
2022-01-08 01:00:00,15.306,0.003,0.2445,2.0002,1.0001,8e-06,0.49435,0.00021,-0.0006,-0.00159,1.02399,0.02405,0.00939,1
2022-01-08 02:00:00,15.177,0.0,0.28,2.0002,1.0001,-1.7e-05,0.49454,0.00019,0.00983,0.001,0.99998,0.00988,0.01417,1
2022-01-08 03:00:00,15.257,0.005,0.2634,2.0001,1.0001,-5.7e-05,0.49545,0.00091,-0.0323,-0.01087,1.00481,0.03442,0.02454,1
